Chromosome	Position	273614N_S288C	322134S_S288C	378604X_S288C	AWRI796_S288C	S288C	UWOPS03_461_4_S288C	UWOPS05_217_3_S288C	UWOPS05_227_2_S288C	UWOPS83_787_3_S288C	UWOPS87_2421_S288C	YPS128_S288C	YPS163_S288C	YPS606_S288C
@SC_CHRXIV	640000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	650000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	660000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	670000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	680000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	690000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	700000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	710000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	720000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	730000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	740000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRXIV	750000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRXIV	760000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	770000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRXIV	780000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIII	0	#32FF00	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00	#32FF00	#32FF00	#FF9900	#FF9900	#00FEFF	#00FEFF	#00FEFF
@SC_CHRIII	10000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	20000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	30000	#00FEFF	#32FF00	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	40000	#00FEFF	#FF9900	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	50000	#FF9900	#FF9900	#FF9900	#FF9900	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	60000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIII	70000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	80000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	90000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	100000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#00FEFF	#FF9900
@SC_CHRIII	110000	#FF9900	#FF9900	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	120000	#00FEFF	#FF9900	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	130000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	140000	#00FEFF	#FF9900	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	150000	#00FEFF	#FF9900	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	160000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	170000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	180000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	190000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIII	200000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	210000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	220000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	230000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#FF9900	#32FF00
@SC_CHRIII	240000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	250000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	260000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIII	270000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	280000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIII	290000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIII	300000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRIII	310000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF0098	#32FF00	#00FEFF	#32FF00
@SC_CHRVIII	0	#FF9900	#32FF00	#FF9900	#32FF00	#FF9900	#00FEFF	#FF0098	#FF0098	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF
@SC_CHRVIII	10000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	20000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#00FEFF	#32FF00
@SC_CHRVIII	30000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	40000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	50000	#00FEFF	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	60000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	70000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	80000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#FF9900	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	90000	#FF9900	#FF9900	#FF9900	#FF9900	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	100000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	110000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	120000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	130000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	140000	#32FF00	#FF9900	#00FEFF	#FF9900	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	150000	#32FF00	#FF9900	#00FEFF	#FF9900	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	160000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	170000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	180000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#00FEFF	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	190000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	200000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	210000	#FF0098	#FF9900	#FF9900	#FF9900	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	220000	#00FEFF	#FF9900	#FF9900	#FF9900	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	230000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	240000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	250000	#00FEFF	#32FF00	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	260000	#FF9900	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	270000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	280000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRVIII	290000	#00FEFF	#00FEFF	#FF0098	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#00FEFF	#32FF00
@SC_CHRVIII	300000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	310000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	320000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	330000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	340000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRVIII	350000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#FF9900	#32FF00
@SC_CHRVIII	360000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	370000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	380000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	390000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	400000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	410000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	420000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	430000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	440000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	450000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	460000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	470000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	480000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	490000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	500000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	510000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	520000	#32FF00	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	530000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	540000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRVIII	550000	#32FF00	#00FEFF	#32FF00	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	0	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	10000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	20000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#32FF00	#FF9900
@SC_CHRIV	30000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	40000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	50000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	60000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	70000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	80000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	90000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	100000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	110000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	120000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#00FEFF	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	130000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	140000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	150000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF0098	#32FF00	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	160000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#FF9900	#FF9900	#FF9900
@SC_CHRIV	170000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	180000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	190000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF
@SC_CHRIV	200000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#FF0098	#32FF00
@SC_CHRIV	210000	#00FEFF	#FF9900	#00FEFF	#FF9900	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	220000	#00FEFF	#FF9900	#00FEFF	#FF9900	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	230000	#00FEFF	#FF9900	#FF9900	#FF9900	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	240000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	250000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	260000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	270000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	280000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	290000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#FF0098	#32FF00	#32FF00	#32FF00
@SC_CHRIV	300000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#32FF00	#FF0098	#FF0098	#FF0098	#32FF00	#32FF00	#32FF00	#32FF00	#32FF00
@SC_CHRIV	310000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	320000	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	330000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	340000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	350000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	360000	#FF9900	#00FEFF	#FF9900	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	370000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#FF9900	#FF9900	#32FF00	#32FF00	#32FF00
@SC_CHRIV	380000	#00FEFF	#00FEFF	#FF9900	#00FEFF	#FF9900	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
@SC_CHRIV	390000	#FF9900	#00FEFF	#00FEFF	#00FEFF	#00FEFF	#FF0098	#FF0098	#FF0098	#00FEFF	#00FEFF	#32FF00	#32FF00	#32FF00
