Chromosome	RefPosition	273614N_S288C	322134S_S288C	378604X_S288C	AWRI796_S288C	S288C	UWOPS03_461_4_S288C	UWOPS05_217_3_S288C	UWOPS05_227_2_S288C	UWOPS83_787_3_S288C	UWOPS87_2421_S288C	YPS128_S288C	YPS163_S288C	YPS606_S288C
SC_CHRIV	1000000	7	10	26	8	111	50	51	50	39	46	59	58	59
SC_CHRIV	1010000	12	57	28	15	145	86	82	86	42	55	65	66	65
SC_CHRIV	1020000	4	42	11	4	95	40	40	40	30	35	37	48	37
SC_CHRIV	1030000	5	74	4	6	133	78	79	77	66	13	81	70	81
SC_CHRIV	1040000	19	35	23	8	100	67	67	67	22	9	61	48	61
SC_CHRIV	1050000	63	43	74	79	177	70	70	70	53	47	49	49	49
SC_CHRIV	1060000	4	25	1	5	100	41	41	41	35	46	47	45	47
SC_CHRIV	1070000	1	33	0	9	135	63	63	63	44	68	65	80	65
SC_CHRIV	1080000	2	18	0	4	102	55	55	55	48	34	49	47	49
SC_CHRIV	1090000	7	4	6	6	84	32	31	31	32	14	38	41	38
SC_CHRIV	1100000	36	48	36	38	129	63	63	63	60	57	52	54	53
SC_CHRIV	1110000	10	40	10	12	130	69	67	69	31	34	50	44	50
SC_CHRIV	1120000	7	24	35	8	129	68	67	69	53	43	72	68	72
SC_CHRIV	1130000	9	10	37	11	112	54	54	54	42	34	45	58	45
SC_CHRIV	1140000	5	33	30	6	120	58	58	59	54	58	54	39	54
SC_CHRIV	1150000	23	106	22	11	196	92	88	88	105	82	85	36	86
SC_CHRIV	1160000	5	101	98	4	217	136	136	136	141	150	131	43	131
SC_CHRIV	1170000	23	28	83	27	164	101	101	101	88	91	94	93	95
SC_CHRIV	1180000	18	16	76	22	142	86	84	84	75	72	80	83	80
SC_CHRIV	1190000	9	6	59	2	106	53	53	53	53	55	64	48	64
SC_CHRIV	1200000	7	20	36	6	165	35	35	35	44	33	38	117	38
SC_CHRIV	1210000	12	32	46	4	131	65	64	64	51	56	58	55	58
SC_CHRIV	1220000	39	38	47	1	111	49	49	49	47	39	52	52	52
SC_CHRIV	1230000	14	13	54	12	113	54	54	54	39	37	51	50	51
SC_CHRIV	1240000	14	18	18	14	108	58	58	58	36	32	37	32	38
SC_CHRIV	1250000	15	4	4	3	168	112	110	113	80	84	93	85	93
SC_CHRIV	1260000	10	13	19	14	115	55	55	55	58	58	51	51	51
SC_CHRIV	1270000	48	19	42	50	163	65	66	65	41	42	39	56	39
SC_CHRIV	1280000	9	24	32	12	118	58	58	58	36	40	40	36	40
SC_CHRIV	1290000	3	21	63	4	147	80	78	80	53	67	77	79	77
SC_CHRIV	1300000	7	9	126	6	316	125	125	74	108	132	137	44	77
SC_CHRIV	1310000	9	9	55	11	122	77	77	77	62	70	63	59	63
SC_CHRIV	1320000	10	2	32	5	92	48	48	48	33	36	32	39	32
SC_CHRIV	1330000	7	12	61	12	121	61	61	61	59	55	62	50	62
SC_CHRIV	1340000	20	14	63	20	134	68	53	67	49	61	59	55	59
SC_CHRIV	1350000	27	10	46	8	141	73	50	73	29	64	49	70	49
SC_CHRIV	1360000	12	8	28	13	100	52	45	52	41	49	36	31	36
SC_CHRIV	1370000	20	16	15	20	86	38	20	38	26	27	36	35	36
SC_CHRIV	1380000	49	7	17	6	138	73	75	73	56	66	58	58	58
SC_CHRIV	1390000	11	4	9	10	112	64	63	64	50	56	57	44	57
SC_CHRIV	1400000	30	17	34	37	143	60	60	60	54	72	67	40	67
SC_CHRIV	1410000	46	37	44	46	163	103	103	103	35	48	58	55	58
SC_CHRIV	1420000	4	11	5	6	176	104	104	103	66	53	86	87	86
SC_CHRIV	1430000	19	15	17	4	144	69	69	69	56	45	58	67	58
SC_CHRIV	1440000	74	44	20	67	162	48	48	48	48	74	34	39	35
SC_CHRIV	1450000	83	80	87	88	145	27	27	27	29	55	22	23	22
SC_CHRIV	1460000	93	103	110	117	187	56	56	56	41	82	49	51	49
SC_CHRIV	1470000	46	40	54	53	106	46	45	46	28	42	27	29	27
SC_CHRIV	1480000	45	48	27	46	133	38	38	38	36	61	38	41	38
SC_CHRIV	1490000	72	66	10	83	149	46	46	46	43	56	40	41	40
SC_CHRIV	1500000	99	88	2	91	213	22	23	23	43	104	27	34	31
SC_CHRIV	1510000	99	97	77	107	216	41	39	40	52	83	43	40	43
SC_CHRIV	1520000	76	55	41	59	152	56	20	11	13	37	20	54	55
SC_CHRXIV	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SC_CHRXIV	10000	31	10	15	34	60	13	13	13	17	12	17	10	17
SC_CHRXIV	20000	114	101	107	115	186	64	64	64	31	11	28	36	28
SC_CHRXIV	30000	59	70	63	69	152	52	51	52	30	18	49	42	48
SC_CHRXIV	40000	73	78	29	77	173	80	72	75	68	23	58	76	58
SC_CHRXIV	50000	19	18	36	18	122	63	63	63	55	54	53	56	53
SC_CHRXIV	60000	25	28	22	25	128	48	48	48	50	55	51	66	51
SC_CHRXIV	70000	3	49	2	3	105	47	47	47	42	57	50	54	50
SC_CHRXIV	80000	25	17	42	33	117	58	58	58	37	42	46	43	46
SC_CHRXIV	90000	9	12	19	20	86	22	20	20	16	50	20	20	21
SC_CHRXIV	100000	32	37	38	37	100	41	41	41	39	36	41	42	41
SC_CHRXIV	110000	15	5	7	8	194	137	137	137	57	61	76	73	76
SC_CHRXIV	120000	28	1	8	9	129	70	72	70	46	52	61	58	61
SC_CHRXIV	130000	45	4	46	9	236	160	161	160	58	57	154	145	156
SC_CHRXIV	140000	38	41	59	11	143	45	44	45	85	88	40	31	40
SC_CHRXIV	150000	13	6	27	8	104	38	38	38	44	41	40	47	40
SC_CHRXIV	160000	46	27	26	8	124	45	45	45	43	50	46	61	46
SC_CHRXIV	170000	38	43	27	6	110	32	32	32	41	37	33	36	34
SC_CHRXIV	180000	46	13	47	15	123	45	53	45	43	38	29	32	30
SC_CHRXIV	190000	39	48	44	33	136	53	53	53	34	43	37	49	37
SC_CHRXIV	200000	48	46	42	51	133	49	49	49	46	59	52	52	51
SC_CHRXIV	210000	33	54	32	41	123	47	47	46	49	45	49	51	49
SC_CHRXIV	220000	30	40	51	16	103	45	45	46	49	50	51	52	51
SC_CHRXIV	230000	29	37	42	27	115	43	44	44	37	42	41	53	41
SC_CHRXIV	240000	19	19	17	14	100	40	41	42	35	33	44	65	44
SC_CHRXIV	250000	32	26	40	32	106	60	60	60	51	49	54	42	54
SC_CHRXIV	260000	50	39	36	51	124	38	33	37	25	28	28	55	28
SC_CHRXIV	270000	12	14	10	8	123	76	76	76	63	50	69	69	69
SC_CHRXIV	280000	19	9	6	11	88	61	61	61	53	51	58	56	58
SC_CHRXIV	290000	25	24	23	24	110	49	47	50	46	39	45	58	45
SC_CHRXIV	300000	33	27	9	14	146	91	56	91	84	76	92	80	92
SC_CHRXIV	310000	12	35	34	4	105	54	36	54	45	53	50	53	50
SC_CHRXIV	320000	11	12	11	13	78	33	26	33	27	29	38	25	38
SC_CHRXIV	330000	33	31	39	35	126	42	43	42	40	44	48	41	46
SC_CHRXIV	340000	14	7	54	9	150	81	81	81	81	80	79	75	79
SC_CHRXIV	350000	16	26	19	21	164	96	96	96	79	89	88	90	88
SC_CHRXIV	360000	20	36	29	21	124	76	73	75	57	47	62	59	62
SC_CHRXIV	370000	17	27	19	19	109	48	48	48	51	52	50	46	50
SC_CHRXIV	380000	10	44	44	11	110	49	49	49	52	45	43	47	43
SC_CHRXIV	390000	72	6	24	73	135	34	33	33	33	39	33	26	33
SC_CHRXIV	400000	22	60	7	66	145	59	59	59	60	50	42	51	42
SC_CHRXIV	410000	35	23	40	45	118	63	64	63	66	49	57	56	57
SC_CHRXIV	420000	3	30	2	3	101	72	72	72	59	52	61	57	61
SC_CHRXIV	430000	1	20	5	6	112	68	68	68	42	51	64	42	64
SC_CHRXIV	440000	20	23	14	23	141	54	54	54	43	47	65	79	64
SC_CHRXIV	450000	8	12	9	6	85	44	44	44	16	26	34	34	34
SC_CHRXIV	460000	8	5	11	17	96	42	42	42	41	37	41	46	41
SC_CHRXIV	470000	7	21	11	20	120	59	59	59	56	60	55	59	55
SC_CHRXIV	480000	31	57	2	9	113	70	70	70	59	56	59	60	60
SC_CHRXIV	490000	24	43	10	11	132	50	50	50	47	74	61	58	61
SC_CHRXIV	500000	38	42	31	53	127	66	66	68	42	52	50	43	50
SC_CHRXIV	510000	31	20	36	26	111	67	67	67	57	43	60	65	60
SC_CHRXIV	520000	14	18	19	17	82	23	34	23	40	30	28	32	28
SC_CHRXIV	530000	15	13	16	12	111	66	66	66	58	32	58	43	58
SC_CHRXIV	540000	53	42	51	62	106	23	50	25	32	32	33	22	33
SC_CHRXIV	550000	42	43	38	43	112	61	42	61	35	15	26	29	26
SC_CHRXIV	560000	47	27	27	27	83	28	30	25	22	8	21	24	18
SC_CHRXIV	570000	31	12	33	32	60	27	25	26	19	14	20	21	20
SC_CHRXIV	580000	48	7	50	53	118	38	36	37	32	43	35	33	35
SC_CHRXIV	590000	46	48	51	50	104	44	40	44	30	11	25	21	25
SC_CHRXIV	600000	25	11	13	13	63	36	36	36	31	33	29	30	29
SC_CHRXIV	610000	37	40	35	39	93	46	46	46	21	41	37	38	37
SC_CHRXIV	620000	7	7	1	5	74	48	46	47	31	2	34	37	34
SC_CHRXIV	630000	3	2	2	2	74	37	37	37	30	9	37	42	37
SC_CHRXIV	640000	10	27	17	7	105	48	48	48	35	17	39	35	39
SC_CHRXIV	650000	17	29	17	14	135	84	84	84	75	65	86	46	86
SC_CHRXIV	660000	6	13	33	10	118	70	70	70	49	49	62	54	62
SC_CHRXIV	670000	33	45	46	39	126	68	68	68	50	50	66	51	66
SC_CHRXIV	680000	19	15	14	18	95	62	62	62	41	43	45	46	45
SC_CHRXIV	690000	23	24	25	31	127	65	62	66	51	42	48	49	48
SC_CHRXIV	700000	69	37	28	69	253	94	97	94	106	81	112	72	116
SC_CHRXIV	710000	11	16	12	19	122	69	69	69	55	38	57	53	57
SC_CHRXIV	720000	10	11	6	16	146	83	85	85	80	71	71	66	71
SC_CHRXIV	730000	22	18	20	16	169	105	105	105	75	79	94	102	94
SC_CHRXIV	740000	11	11	57	5	209	142	140	142	138	124	141	140	141
SC_CHRXIV	750000	65	3	45	32	259	69	65	64	77	83	84	118	85
SC_CHRXIV	760000	3	5	56	13	137	58	36	58	49	53	55	49	55
SC_CHRXIV	770000	17	29	62	6	124	80	45	80	70	70	68	60	68
SC_CHRXIV	780000	0	0	0	0	11	6	6	6	3	6	4	4	4
SC_CHRXII	0	8	11	25	0	34	0	0	0	0	0	0	0	0
SC_CHRXII	10000	18	29	63	16	139	56	58	56	46	50	56	76	56
SC_CHRXII	20000	97	122	55	124	265	129	128	129	52	62	60	66	60
SC_CHRXII	30000	17	17	18	18	162	100	100	100	46	62	60	60	60
SC_CHRXII	40000	5	8	33	7	113	67	66	67	37	33	40	36	40
SC_CHRXII	50000	5	21	12	6	134	89	89	89	61	46	48	36	48
SC_CHRXII	60000	48	47	18	33	172	97	96	97	58	58	58	70	58
SC_CHRXII	70000	31	31	33	35	131	76	76	76	56	73	64	63	64
SC_CHRXII	80000	45	56	55	48	185	93	93	93	55	76	68	62	68
SC_CHRXII	90000	60	65	63	62	163	79	78	79	41	32	45	53	45
SC_CHRXII	100000	42	34	46	44	161	69	69	71	49	48	50	65	53
SC_CHRXII	110000	89	86	91	93	161	44	44	44	37	52	29	30	29
SC_CHRXII	120000	45	43	31	46	135	61	61	62	40	36	36	40	36
SC_CHRXII	130000	20	13	18	20	117	56	55	56	41	42	45	63	45
SC_CHRXII	140000	8	8	8	8	90	53	53	53	40	33	33	29	33
SC_CHRXII	150000	14	17	9	19	124	69	67	67	47	47	57	67	57
SC_CHRXII	160000	5	7	4	5	149	56	60	60	51	55	45	79	45
SC_CHRXII	170000	5	10	69	7	155	79	76	77	71	74	85	77	85
SC_CHRXII	180000	21	3	42	3	108	42	41	42	29	27	35	45	35
SC_CHRXII	190000	15	15	39	18	146	40	40	40	36	33	42	91	40
SC_CHRXII	200000	4	7	69	7	150	84	84	84	70	63	82	75	82
SC_CHRXII	210000	3	29	51	3	95	59	58	58	34	57	56	59	55
SC_CHRXII	220000	42	69	70	10	159	92	92	92	65	63	71	70	71
SC_CHRXII	230000	48	38	22	43	175	64	67	65	45	32	50	78	50
SC_CHRXII	240000	67	23	27	74	154	67	67	67	54	54	46	34	46
SC_CHRXII	250000	28	29	30	51	136	51	51	51	34	44	37	40	37
SC_CHRXII	260000	36	30	20	51	131	46	49	47	25	24	25	56	25
SC_CHRXII	270000	43	41	25	58	122	55	55	55	35	41	33	43	33
SC_CHRXII	280000	52	50	42	73	171	76	76	76	40	50	43	47	43
SC_CHRXII	290000	57	44	30	46	149	53	53	53	44	42	55	52	55
SC_CHRXII	300000	37	39	37	35	102	51	51	51	28	28	29	30	29
SC_CHRXII	310000	23	45	38	47	96	44	44	44	25	19	30	26	29
SC_CHRXII	320000	25	45	53	52	120	34	34	34	34	28	38	38	38
SC_CHRXII	330000	12	23	16	32	105	38	38	38	34	36	35	34	35
SC_CHRXII	340000	72	54	64	6	147	76	76	76	54	64	80	75	80
SC_CHRXII	350000	22	30	40	5	94	49	48	49	19	30	49	46	49
SC_CHRXII	360000	55	51	67	17	148	66	66	66	50	55	59	57	58
SC_CHRXII	370000	41	108	50	25	206	120	120	120	85	94	90	94	90
SC_CHRXII	380000	44	35	23	32	169	85	85	85	63	51	51	72	51
SC_CHRXII	390000	59	66	66	18	264	169	168	168	78	96	73	68	73
SC_CHRXII	400000	51	9	45	19	160	76	69	74	45	56	48	50	48
SC_CHRXII	410000	41	41	8	15	110	60	60	60	33	37	34	37	34
SC_CHRXII	420000	53	13	17	6	142	70	80	70	34	51	61	64	61
SC_CHRXII	430000	71	5	4	3	113	50	48	50	55	49	65	65	65
SC_CHRXII	440000	38	20	20	20	129	69	69	69	64	65	42	46	42
SC_CHRXII	450000	13	10	5	7	91	47	47	45	35	34	16	20	16
SC_CHRXII	460000	12	11	13	0	43	16	16	16	16	16	7	6	7
SC_CHRXII	470000	0	0	0	0	0	0	0	0	0	0	0	0	0
SC_CHRXII	480000	0	0	1	0	1	0	0	0	0	0	0	0	0
SC_CHRXII	490000	50	54	52	55	139	71	71	71	53	35	22	31	22
SC_CHRXII	500000	74	78	63	81	162	66	66	67	50	31	18	31	18
SC_CHRXII	510000	54	38	22	56	184	48	48	48	30	25	30	102	30
SC_CHRXII	520000	42	44	14	39	128	70	70	70	34	32	36	38	36
SC_CHRXII	530000	25	30	61	27	134	71	71	71	67	55	61	60	61
SC_CHRXII	540000	10	4	55	3	117	53	53	53	49	51	48	49	48
SC_CHRXII	550000	36	49	45	40	132	52	52	52	37	23	46	39	46
SC_CHRXII	560000	17	19	20	25	112	50	50	50	28	37	32	35	32
SC_CHRXII	570000	19	23	34	24	117	60	60	60	33	42	35	36	35
SC_CHRXII	580000	4	3	12	6	153	54	54	54	33	44	39	91	39
SC_CHRXII	590000	12	11	25	14	77	30	30	30	14	15	26	26	26
SC_CHRXII	600000	48	46	53	57	157	94	88	94	64	39	82	78	82
SC_CHRXII	610000	32	31	24	36	92	58	58	58	36	16	27	36	27
SC_CHRXII	620000	30	29	29	36	98	51	55	51	24	25	24	27	24
SC_CHRXII	630000	47	40	46	47	82	31	31	31	21	24	20	19	20
SC_CHRXII	640000	34	34	40	38	97	48	46	48	20	20	20	23	20
SC_CHRXII	650000	37	37	29	40	92	27	27	33	6	14	17	23	20
SC_CHRXII	660000	48	52	53	55	110	40	39	44	15	35	17	16	17
SC_CHRXII	670000	90	84	87	94	180	59	59	59	52	34	43	55	43
SC_CHRXII	680000	80	74	63	88	148	61	61	61	44	44	33	32	33
SC_CHRXII	690000	47	46	46	51	126	44	44	44	36	31	44	40	44
SC_CHRXII	700000	75	73	63	79	135	43	45	45	57	37	33	34	33
SC_CHRXII	710000	101	106	101	104	185	64	66	65	33	33	29	47	29
SC_CHRXII	720000	58	60	30	64	166	68	68	68	27	27	33	35	33
SC_CHRXII	730000	27	28	35	29	120	44	44	44	49	46	55	47	54
SC_CHRXII	740000	25	53	0	68	145	61	63	62	41	47	49	47	49
SC_CHRXII	750000	14	66	0	72	129	51	51	51	36	35	33	40	33
SC_CHRXII	760000	34	70	11	86	137	47	46	47	32	32	32	30	32
SC_CHRXII	770000	26	22	40	22	110	40	40	40	23	43	35	43	35
SC_CHRXII	780000	57	64	65	63	198	64	70	77	79	60	88	90	88
SC_CHRXII	790000	109	110	9	111	183	48	39	39	48	57	42	53	41
SC_CHRXII	800000	114	109	0	117	189	71	71	72	48	56	45	46	45
SC_CHRXII	810000	161	160	1	167	490	93	94	94	109	100	325	300	325
SC_CHRXII	820000	80	62	1	85	138	33	33	33	55	29	40	38	39
SC_CHRXII	830000	74	75	0	78	149	55	55	55	37	23	36	24	36
SC_CHRXII	840000	48	42	0	55	91	42	42	42	31	29	30	31	29
SC_CHRXII	850000	58	37	35	58	158	68	68	68	47	39	38	45	38
SC_CHRXII	860000	39	15	4	44	87	25	25	25	28	25	26	30	26
SC_CHRXII	870000	54	35	14	65	131	53	53	53	41	38	47	46	47
SC_CHRXII	880000	69	28	53	76	136	35	34	34	31	37	24	30	24
SC_CHRXII	890000	52	43	16	57	143	39	39	39	43	53	47	51	47
SC_CHRXII	900000	45	13	17	46	93	44	44	45	29	40	27	30	27
SC_CHRXII	910000	51	23	36	55	100	38	38	38	40	51	39	30	39
SC_CHRXII	920000	56	24	22	58	121	48	48	48	35	58	47	34	48
SC_CHRXII	930000	10	71	67	8	140	86	87	86	65	8	68	57	68
SC_CHRXII	940000	5	33	32	3	85	45	45	45	35	9	42	34	38
SC_CHRXII	950000	49	38	39	63	157	67	67	67	54	44	57	58	57
SC_CHRXII	960000	56	57	57	52	143	55	55	73	50	45	58	61	58
SC_CHRXII	970000	5	11	5	8	95	39	39	40	16	37	21	37	21
SC_CHRXII	980000	23	28	22	22	127	59	59	52	30	61	41	52	41
SC_CHRXII	990000	16	11	10	8	131	54	53	55	51	43	50	77	50
SC_CHRXII	1000000	27	25	54	19	142	71	71	69	60	63	67	69	67
SC_CHRXII	1010000	38	29	17	40	128	45	45	45	45	46	26	27	26
SC_CHRXII	1020000	83	77	2	86	170	68	67	67	71	61	57	56	57
SC_CHRXII	1030000	45	38	39	47	120	38	37	37	30	36	40	47	40
SC_CHRXII	1040000	30	33	39	35	118	48	48	48	27	31	46	41	46
SC_CHRXII	1050000	69	59	23	73	135	32	32	32	24	23	51	37	51
SC_CHRXII	1060000	0	0	9	0	17	0	0	4	0	6	0	0	0
SC_CHRII	0	10	7	8	2	30	13	9	9	4	7	10	1	10
SC_CHRII	10000	42	40	49	13	119	40	40	40	36	48	51	46	51
SC_CHRII	20000	25	39	48	6	111	47	48	48	34	32	42	48	42
SC_CHRII	30000	25	10	31	26	87	23	18	23	57	13	13	13	13
SC_CHRII	40000	26	51	45	8	128	60	60	60	47	58	57	58	57
SC_CHRII	50000	16	4	3	1	112	47	48	48	34	51	44	52	44
SC_CHRII	60000	23	9	11	5	139	59	59	59	36	63	64	75	65
SC_CHRII	70000	26	34	44	33	137	52	52	52	43	54	56	46	56
SC_CHRII	80000	47	6	53	10	137	54	55	54	49	40	57	62	57
SC_CHRII	90000	13	3	10	6	105	44	44	44	47	32	40	51	40
SC_CHRII	100000	11	10	20	17	129	56	56	56	61	50	54	62	54
SC_CHRII	110000	38	33	55	37	146	70	70	70	64	52	53	47	53
SC_CHRII	120000	55	39	56	56	129	44	44	44	48	46	51	56	51
SC_CHRII	130000	43	34	47	54	141	45	45	45	35	30	40	60	40
SC_CHRII	140000	61	63	55	70	135	42	42	43	43	41	64	52	64
SC_CHRII	150000	45	30	29	55	131	47	47	47	30	44	39	41	39
SC_CHRII	160000	45	56	51	70	140	54	53	53	51	54	56	54	56
SC_CHRII	170000	36	24	3	57	115	45	45	45	57	25	49	43	49
SC_CHRII	180000	65	59	33	75	135	44	45	44	35	68	42	28	42
SC_CHRII	190000	56	60	12	91	179	62	61	61	42	64	43	55	43
SC_CHRII	200000	57	56	38	61	104	37	37	37	45	57	32	27	32
SC_CHRII	210000	43	41	5	46	101	63	63	63	24	28	27	29	27
SC_CHRII	220000	26	24	2	26	66	20	21	21	19	21	23	17	22
SC_CHRII	230000	53	56	5	57	169	79	79	79	42	56	40	56	40
SC_CHRII	240000	50	52	17	58	103	31	31	31	25	31	35	39	35
SC_CHRII	250000	64	38	67	67	135	36	36	37	34	42	41	34	42
SC_CHRII	260000	30	15	16	16	67	34	31	34	20	30	32	34	32
SC_CHRII	270000	13	1	9	8	104	44	44	43	41	36	48	61	48
SC_CHRII	280000	29	5	14	9	111	76	76	76	67	64	63	41	63
SC_CHRII	290000	33	19	7	22	114	55	55	55	48	58	57	65	57
SC_CHRII	300000	37	14	26	25	143	74	74	74	59	56	58	64	58
SC_CHRII	310000	59	24	9	7	125	43	43	43	51	44	51	53	51
SC_CHRII	320000	35	76	86	88	221	76	76	76	41	51	71	97	71
SC_CHRII	330000	22	60	64	62	118	41	41	43	35	36	43	45	43
SC_CHRII	340000	29	60	58	55	135	56	56	56	44	43	39	46	39
SC_CHRII	350000	62	59	13	13	184	67	66	66	53	52	62	87	62
SC_CHRII	360000	13	76	78	77	150	69	67	69	48	52	52	52	52
SC_CHRII	370000	41	23	51	58	217	75	75	75	65	84	38	90	39
SC_CHRII	380000	60	33	35	65	148	57	57	57	51	65	33	36	33
SC_CHRII	390000	27	42	25	54	125	31	31	31	37	46	33	38	32
SC_CHRII	400000	66	65	36	65	152	27	25	27	43	44	44	50	45
SC_CHRII	410000	87	60	35	85	163	53	53	53	58	69	74	76	74
SC_CHRII	420000	54	27	33	54	126	57	58	59	58	56	40	40	40
SC_CHRII	430000	49	32	25	48	90	46	46	46	35	49	37	32	37
SC_CHRII	440000	31	28	30	32	96	60	59	60	35	31	37	40	37
SC_CHRII	450000	76	75	15	80	143	58	58	57	46	43	34	44	34
SC_CHRII	460000	65	55	23	80	160	57	59	57	31	37	40	38	40
SC_CHRII	470000	40	31	34	51	110	43	43	43	32	30	21	38	21
SC_CHRII	480000	46	24	27	55	122	44	44	44	22	30	31	37	31
SC_CHRII	490000	29	38	43	32	106	49	49	49	37	49	29	32	29
SC_CHRII	500000	53	59	28	66	121	44	44	44	24	24	29	28	29
SC_CHRII	510000	9	39	23	60	134	22	21	21	22	32	29	60	29
SC_CHRII	520000	16	56	16	86	128	26	26	27	23	44	37	36	37
SC_CHRII	530000	37	82	32	101	213	84	84	84	79	61	55	55	55
SC_CHRII	540000	30	81	37	99	217	53	53	53	57	119	46	51	46
SC_CHRII	550000	61	74	11	88	160	34	34	34	40	76	29	36	29
SC_CHRII	560000	69	66	5	71	142	39	39	39	39	43	31	39	31
SC_CHRII	570000	69	69	4	74	125	46	46	46	46	63	29	25	29
SC_CHRII	580000	66	82	36	72	142	30	30	30	70	80	39	38	39
SC_CHRII	590000	69	53	4	70	161	55	55	55	71	74	43	39	43
SC_CHRII	600000	21	10	1	65	160	36	34	36	58	88	25	36	25
SC_CHRII	610000	66	39	3	73	143	37	37	37	45	69	38	48	38
SC_CHRII	620000	73	83	39	75	172	51	51	51	58	60	43	43	43
SC_CHRII	630000	46	49	41	67	125	47	55	56	39	43	32	36	32
SC_CHRII	640000	54	23	44	60	133	30	47	53	33	34	25	26	25
SC_CHRII	650000	45	30	47	52	126	38	38	38	43	21	22	27	22
SC_CHRII	660000	34	31	31	35	128	49	49	49	45	33	27	55	27
SC_CHRII	670000	66	47	58	65	148	76	76	76	61	49	30	25	30
SC_CHRII	680000	51	23	38	57	135	36	36	36	29	28	19	47	19
SC_CHRII	690000	59	19	57	62	116	42	42	42	22	27	17	13	17
SC_CHRII	700000	31	22	26	19	129	61	61	61	47	42	48	37	48
SC_CHRII	710000	25	38	54	8	104	47	46	45	41	36	47	38	47
SC_CHRII	720000	34	29	76	10	186	78	78	78	62	61	61	90	61
SC_CHRII	730000	49	29	46	8	137	75	75	75	61	63	71	75	71
SC_CHRII	740000	35	36	52	36	116	65	65	65	48	56	43	42	43
SC_CHRII	750000	60	71	62	73	145	40	40	40	58	55	71	34	71
SC_CHRII	760000	18	26	28	26	145	86	86	86	38	57	67	70	67
SC_CHRII	770000	15	17	27	15	77	39	37	39	25	32	36	38	36
SC_CHRII	780000	8	13	103	13	177	89	88	89	83	52	76	66	76
SC_CHRII	790000	7	87	104	8	232	115	115	115	129	132	118	127	118
SC_CHRII	800000	99	108	10	4	459	230	230	230	87	147	135	110	135
SC_CHRII	810000	0	0	0	0	1	0	0	0	0	0	0	0	1
SC_CHRV	0	25	27	15	18	121	10	9	9	8	66	9	11	9
SC_CHRV	10000	91	70	55	92	206	75	75	75	77	93	63	62	63
SC_CHRV	20000	67	47	54	76	146	57	57	57	63	50	47	33	45
SC_CHRV	30000	40	43	35	43	120	45	46	45	23	31	29	27	29
SC_CHRV	40000	79	59	9	85	155	76	76	76	77	71	52	55	52
SC_CHRV	50000	51	18	1	53	104	49	49	49	46	47	34	39	34
SC_CHRV	60000	69	16	35	8	132	61	63	64	16	48	68	66	68
SC_CHRV	70000	68	57	52	59	180	44	45	44	42	32	34	74	34
SC_CHRV	80000	63	43	44	46	133	54	54	54	28	40	45	39	47
SC_CHRV	90000	55	26	20	13	135	65	65	65	16	54	72	74	71
SC_CHRV	100000	49	76	34	14	166	80	80	80	31	67	74	75	74
SC_CHRV	110000	46	45	56	11	167	64	63	63	4	63	64	73	64
SC_CHRV	120000	34	23	26	5	154	72	72	72	7	39	58	104	58
SC_CHRV	130000	27	14	22	9	87	46	45	45	7	32	41	34	42
SC_CHRV	140000	9	7	15	10	57	30	32	32	15	4	32	30	31
SC_CHRV	150000	10	4	24	12	107	53	43	55	7	66	54	55	53
SC_CHRV	160000	19	34	22	20	94	41	35	36	24	38	29	37	29
SC_CHRV	170000	9	58	33	15	132	50	52	52	14	60	51	53	51
SC_CHRV	180000	4	61	55	10	140	52	52	52	27	63	59	80	59
SC_CHRV	190000	73	60	45	78	143	65	69	65	66	57	63	63	63
SC_CHRV	200000	68	64	25	70	119	45	45	45	37	28	29	43	29
SC_CHRV	210000	46	60	48	47	133	61	61	61	49	45	52	59	54
SC_CHRV	220000	27	27	42	31	125	68	67	68	54	50	59	63	59
SC_CHRV	230000	22	24	48	19	140	66	66	66	53	54	54	68	54
SC_CHRV	240000	89	87	88	87	199	94	92	94	93	93	100	63	101
SC_CHRV	250000	28	27	51	33	142	61	61	61	39	43	55	70	55
SC_CHRV	260000	36	34	46	50	163	64	64	64	39	56	65	75	65
SC_CHRV	270000	31	44	27	28	86	47	47	47	0	49	46	41	46
SC_CHRV	280000	13	35	53	13	102	56	56	56	2	51	56	52	56
SC_CHRV	290000	4	24	29	8	95	40	40	40	9	31	31	36	31
SC_CHRV	300000	33	22	44	12	91	49	49	49	10	36	37	43	37
SC_CHRV	310000	36	19	56	12	154	64	63	63	28	56	60	88	60
SC_CHRV	320000	5	8	34	11	79	47	47	47	37	36	45	45	45
SC_CHRV	330000	36	35	39	35	99	45	45	45	40	49	44	32	44
SC_CHRV	340000	24	18	22	9	113	53	53	53	40	34	45	48	45
SC_CHRV	350000	21	15	28	17	134	53	53	53	55	54	58	70	58
SC_CHRV	360000	36	57	44	25	109	50	51	50	51	49	58	55	58
SC_CHRV	370000	87	86	84	27	155	90	90	90	85	90	84	96	84
SC_CHRV	380000	66	53	52	17	108	64	60	50	59	40	58	60	58
SC_CHRV	390000	45	17	48	17	91	49	52	49	46	36	48	46	48
SC_CHRV	400000	44	22	42	19	143	55	55	55	44	47	46	74	46
SC_CHRV	410000	40	30	39	20	88	38	38	38	32	37	37	37	37
SC_CHRV	420000	50	47	54	46	143	45	45	45	36	44	46	58	46
