Chromosome	RefPosition	3142	ARI	ARI.MG	B41	B73	CAST	COUG	GT1	M7741	ME49	P89	PRU	RAY	RH-88	ROD	SOU	TGGOATUS21	TGSHUS28	TGSK	VEG
TGME49_CHRV	1030000	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
TGME49_CHRV	1040000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRV	1050000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRV	1060000	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89
TGME49_CHRV	1070000	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82
TGME49_CHRV	1080000	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80
TGME49_CHRV	1090000	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73
TGME49_CHRV	1100000	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42
TGME49_CHRV	1110000	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38
TGME49_CHRV	1120000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRV	1130000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRV	1140000	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70
TGME49_CHRV	1150000	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93
TGME49_CHRV	1160000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRV	1170000	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107
TGME49_CHRV	1180000	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80	80
TGME49_CHRV	1190000	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
TGME49_CHRV	1200000	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81
TGME49_CHRV	1210000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRV	1220000	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81
TGME49_CHRV	1230000	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77
TGME49_CHRV	1240000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRV	1250000	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
TGME49_CHRV	1260000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRV	1270000	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134
TGME49_CHRV	1280000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRV	1290000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRV	1300000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRV	1310000	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199
TGME49_CHRV	1320000	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178
TGME49_CHRV	1330000	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196
TGME49_CHRV	1340000	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236	236
TGME49_CHRV	1350000	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111
TGME49_CHRV	1360000	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188
TGME49_CHRV	1370000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRV	1380000	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152
TGME49_CHRV	1390000	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139
TGME49_CHRV	1400000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRV	1410000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRV	1420000	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171	171
TGME49_CHRV	1430000	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219
TGME49_CHRV	1440000	258	258	258	258	258	258	258	258	258	258	258	258	258	258	258	258	258	258	258	258
TGME49_CHRV	1450000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRV	1460000	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
TGME49_CHRV	1470000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRV	1480000	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
TGME49_CHRV	1490000	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85
TGME49_CHRV	1500000	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107
TGME49_CHRV	1510000	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143
TGME49_CHRV	1520000	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
TGME49_CHRV	1530000	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184
TGME49_CHRV	1540000	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193
TGME49_CHRV	1550000	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174	174
TGME49_CHRV	1560000	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151
TGME49_CHRV	1570000	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140
TGME49_CHRV	1580000	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213
TGME49_CHRV	1590000	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261	261
TGME49_CHRV	1600000	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
TGME49_CHRV	1610000	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
TGME49_CHRV	1620000	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227
TGME49_CHRV	1630000	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242	242
TGME49_CHRV	1640000	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199
TGME49_CHRV	1650000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRV	1660000	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156
TGME49_CHRV	1670000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRV	1680000	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75
TGME49_CHRV	1690000	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89
TGME49_CHRV	1700000	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49
TGME49_CHRV	1710000	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
TGME49_CHRV	1720000	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
TGME49_CHRV	1730000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRV	1740000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRV	1750000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRV	1760000	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39
TGME49_CHRV	1770000	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
TGME49_CHRV	1780000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRV	1790000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRV	1800000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRV	1810000	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44
TGME49_CHRV	1820000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRV	1830000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRV	1840000	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138
TGME49_CHRV	1850000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRV	1860000	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147
TGME49_CHRV	1870000	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219	219
TGME49_CHRV	1880000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRV	1890000	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189
TGME49_CHRV	1900000	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160	160
TGME49_CHRV	1910000	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233	233
TGME49_CHRV	1920000	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214	214
TGME49_CHRV	1930000	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217
TGME49_CHRV	1940000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRV	1950000	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186
TGME49_CHRV	1960000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRV	1970000	198	198	198	198	198	198	198	198	198	198	198	198	198	198	198	198	198	198	198	198
TGME49_CHRV	1980000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRV	1990000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRV	2000000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRV	2010000	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193
TGME49_CHRV	2020000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRV	2030000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRV	2040000	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
TGME49_CHRV	2050000	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209	209
TGME49_CHRV	2060000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRV	2070000	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202
TGME49_CHRV	2080000	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238
TGME49_CHRV	2090000	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220	220
TGME49_CHRV	2100000	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275
TGME49_CHRV	2110000	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224
TGME49_CHRV	2120000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRV	2130000	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
TGME49_CHRV	2140000	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
TGME49_CHRV	2150000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRV	2160000	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147
TGME49_CHRV	2170000	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129
TGME49_CHRV	2180000	263	263	263	263	263	263	263	263	263	263	263	263	263	263	263	263	263	263	263	263
TGME49_CHRV	2190000	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201	201
TGME49_CHRV	2200000	244	244	244	244	244	244	244	244	244	244	244	244	244	244	244	244	244	244	244	244
TGME49_CHRV	2210000	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243
TGME49_CHRV	2220000	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
TGME49_CHRV	2230000	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246	246
TGME49_CHRV	2240000	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270	270
TGME49_CHRV	2250000	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284	284
TGME49_CHRV	2260000	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260	260
TGME49_CHRV	2270000	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224
TGME49_CHRV	2280000	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221
TGME49_CHRV	2290000	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241	241
TGME49_CHRV	2300000	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203
TGME49_CHRV	2310000	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156
TGME49_CHRV	2320000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRV	2330000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRV	2340000	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212	212
TGME49_CHRV	2350000	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205	205
TGME49_CHRV	2360000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRV	2370000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRV	2380000	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255	255
TGME49_CHRV	2390000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRV	2400000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRV	2410000	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170	170
TGME49_CHRV	2420000	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195
TGME49_CHRV	2430000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRV	2440000	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106
TGME49_CHRV	2450000	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87
TGME49_CHRV	2460000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRV	2470000	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
TGME49_CHRV	2480000	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87
TGME49_CHRV	2490000	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79
TGME49_CHRV	2500000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRV	2510000	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124	124
TGME49_CHRV	2520000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRV	2530000	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
TGME49_CHRV	2540000	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117
TGME49_CHRV	2550000	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78
TGME49_CHRV	2560000	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51
TGME49_CHRV	2570000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRV	2580000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRV	2590000	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58
TGME49_CHRV	2600000	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38
TGME49_CHRV	2610000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRV	2620000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRV	2630000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRV	2640000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRV	2650000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRV	2660000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRV	2670000	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61
TGME49_CHRV	2680000	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76
TGME49_CHRV	2690000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRV	2700000	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129
TGME49_CHRV	2710000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRV	2720000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRV	2730000	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58
TGME49_CHRV	2740000	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49
TGME49_CHRV	2750000	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32
TGME49_CHRV	2760000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRV	2770000	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
TGME49_CHRV	2780000	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109	109
TGME49_CHRV	2790000	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141
TGME49_CHRV	2800000	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153
TGME49_CHRV	2810000	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168
TGME49_CHRV	2820000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRV	2830000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRV	2840000	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202	202
TGME49_CHRV	2850000	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208
TGME49_CHRV	2860000	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213
TGME49_CHRV	2870000	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
TGME49_CHRV	2880000	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186
TGME49_CHRV	2890000	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235
TGME49_CHRV	2900000	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134	134
TGME49_CHRV	2910000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRV	2920000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRV	2930000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRV	2940000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRV	2950000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRV	2960000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRV	2970000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRV	2980000	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179
TGME49_CHRV	2990000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRV	3000000	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193	193
TGME49_CHRV	3010000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRV	3020000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRV	3030000	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204	204
TGME49_CHRV	3040000	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184
TGME49_CHRV	3050000	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196	196
TGME49_CHRV	3060000	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182	182
TGME49_CHRV	3070000	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82
TGME49_CHRV	3080000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRV	3090000	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
TGME49_CHRV	3100000	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38
TGME49_CHRV	3110000	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
TGME49_CHRV	3120000	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
TGME49_CHRV	3130000	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
TGME49_CHRV	3140000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRV	3150000	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
TGME49_CHRV	3160000	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
TGME49_CHRV	3170000	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54
TGME49_CHRV	3180000	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37
TGME49_CHRV	3190000	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62
TGME49_CHRV	3200000	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49
TGME49_CHRV	3210000	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
TGME49_CHRV	3220000	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41
TGME49_CHRV	3230000	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111
TGME49_CHRV	3240000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRV	3250000	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
TGME49_CHRV	3260000	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27
TGME49_CHRV	3270000	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
TGME49_CHRV	3280000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRV	3290000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRV	3300000	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102
TGME49_CHRV	3310000	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108
TGME49_CHRV	3320000	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
TGME49_CHRV	3330000	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
TGME49_CHRIV	0	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
TGME49_CHRIV	10000	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23
TGME49_CHRIV	20000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRIV	30000	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41
TGME49_CHRIV	40000	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65
TGME49_CHRIV	50000	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81
TGME49_CHRIV	60000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRIV	70000	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57
TGME49_CHRIV	80000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRIV	90000	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59
TGME49_CHRIV	100000	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
TGME49_CHRIV	110000	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37
TGME49_CHRIV	120000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRIV	130000	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63
TGME49_CHRIV	140000	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104
TGME49_CHRIV	150000	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213
TGME49_CHRIV	160000	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188
TGME49_CHRIV	170000	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195
TGME49_CHRIV	180000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRIV	190000	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175	175
TGME49_CHRIV	200000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRIV	210000	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164
TGME49_CHRIV	220000	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224	224
TGME49_CHRIV	230000	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208
TGME49_CHRIV	240000	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190
TGME49_CHRIV	250000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
